Tissue_cell_type_name	Developmental_stage	Organ_system	Tissue	Specific_cell_type	General_cell_type	Cell_Ontology_ID	General_tissue_name	Uber_anatomy_ontology_ID	input_list_raw_p	input_list_permutated_p	input_list_rank_p	input_list_combined_p	input_list_combined_log10p
AdultAscendingColon_B cell	Adult	Digestive system	AdultAscendingColon	B cell	B cell	CL:0000236	Ascending colon	UBERON:0001156	0.638810019296721	0.709266069189356	0.681180811808118	0.834598482002124	0.0785224095340878
AdultTrachea_Smooth muscle cell	Adult	Respiratory system	AdultTrachea	Smooth muscle cell	Smooth muscle cell	CL:0000192	Trachea	UBERON:0003126	0.616675390402997	0.721427498632677	0.670848708487085	0.835201749836442	0.0782086044477578
Voigt_2019_retina_2_Macrophage 3	Adult	Sensory system	Voigt_2019_retina_2	Macrophage 3	Macrophage	CL:0000235	Retina	UBERON:0000966	0.483911137451846	0.784987401838141	0.61660516605166	0.835244260962611	0.0781864997554789
FetalKidney_Dendritic cell	Fetal	Urinary system	FetalKidney	Dendritic cell	Dendritic cell	CL:0000451	Kidney	UBERON:0002113	0.567639390737587	0.750927182214786	0.644649446494465	0.835285984061966	0.0781648059108143
Madissoon_2020_spleen_B_Hypermutation	Adult	Lymphatic system	Madissoon_2020_spleen	B_Hypermutation	B cell	CL:0000236	Spleen	UBERON:0002106	0.47385080028084	0.789671195610231	0.613284132841328	0.835436858375811	0.078086368146659
TS_Eye_retinal bipolar neuron	Adult	Sensory system	TS_Eye	retinal bipolar neuron	Bipolar neuron	CL:0000103	Eye	UBERON:0000970	0.462279650968361	0.799326384526381	0.60590405904059	0.835453017002827	0.0780779683081636
AdultBoneMarrow_Neutrophil (RPS high)	Adult	Lymphatic system	AdultBoneMarrow	Neutrophil (RPS high)	Neutrophil	CL:0000775	Bone marrow	UBERON:0002371	0.648027034213283	0.702527979903191	0.689667896678967	0.835595003917746	0.0780041653617154
Fetal_HCA_Spleen_Stromal cells	Fetal	Lymphatic system	Fetal_HCA_Spleen	Stromal cells	Stromal cell	CL:0000499	Spleen	UBERON:0002106	0.647557172192443	0.708608694624852	0.687822878228782	0.837677864529604	0.0769229605509887
van_Zyl_eye_2020_Macrophage	Adult	Sensory system	van_Zyl_eye_2020	Macrophage	Macrophage	CL:0000235	Eye	UBERON:0000970	0.543103238222022	0.769580185482582	0.633948339483395	0.838020302303326	0.0767454598046891
AdultLung_Fetal mesenchymal progenitor	Adult	Respiratory system	AdultLung	Fetal mesenchymal progenitor	Mesenchymal stem cell	CL:0000134	Lung	UBERON:0002048	0.551062613279707	0.770401903688212	0.635055350553505	0.839004322095822	0.0762358019156014
Voigt_2019_retina_2_Pericytes	Adult	Sensory system	Voigt_2019_retina_2	Pericytes	Pericyte cell	CL:0000669	Retina	UBERON:0000966	0.483911137451846	0.794108473920632	0.61660516605166	0.839292638278204	0.0760865862151144
Fetal_HCA_Placenta_Myeloid cells	Fetal	Reproductive system	Fetal_HCA_Placenta	Myeloid cells	Myeloid cell	CL:0000763	Placenta	UBERON:0001987	0.565102531345942	0.763499470760922	0.642435424354244	0.839897228515593	0.0757738518180708
Placenta_Erythroid cell	Adult	Reproductive system	Placenta	Erythroid cell	Erythroid lineage cell	CL:0000764	Placenta	UBERON:0001987	0.599703996051772	0.747106192558608	0.656826568265683	0.8400539563239	0.0756928184843403
Fetal_HCA_Kidney_Megakaryocytes	Fetal	Urinary system	Fetal_HCA_Kidney	Megakaryocytes	Megakaryocyte	CL:0000556	Kidney	UBERON:0002113	0.500138359332804	0.789342508327979	0.624354243542435	0.841551604886754	0.0749192474476504
FetalKidney_Fetal epithelial progenitor	Fetal	Urinary system	FetalKidney	Fetal epithelial progenitor	Epithelial fate stem cell	CL:0000036	Kidney	UBERON:0002113	0.567639390737587	0.769046068648923	0.644649446494465	0.84362021183341	0.0738530237848912
AdultAdipose_Macrophage	Adult	Integumentary system	AdultAdipose	Macrophage	Macrophage	CL:0000235	Adipose tissue	UBERON:0001013	0.582814209187897	0.766087883108656	0.647970479704797	0.844066903258555	0.0736231285349373
FetalKidney_Macrophage	Fetal	Urinary system	FetalKidney	Macrophage	Macrophage	CL:0000235	Kidney	UBERON:0002113	0.567639390737587	0.772332941471442	0.644649446494465	0.845102409312182	0.0730906601576641
FetalStomach_Fetal epithelial progenitor	Fetal	Digestive system	FetalStomach	Fetal epithelial progenitor	Epithelial fate stem cell	CL:0000036	Stomach	UBERON:0000945	0.695190955415593	0.697351155207724	0.715867158671587	0.846025928465249	0.0726163267756024
FetalPancreas_Smooth muscle cell	Fetal	Digestive system	FetalPancreas	Smooth muscle cell	Smooth muscle cell	CL:0000192	Pancreas	UBERON:0001264	0.599863973671445	0.75848698970658	0.65830258302583	0.846097581967517	0.0725795461027133
NeonatalAdrenalGland_Smooth muscle cell	Neonatal	Endocrine system	NeonatalAdrenalGland	Smooth muscle cell	Smooth muscle cell	CL:0000192	Adrenal gland	UBERON:0002369	0.639323368256691	0.733630013986279	0.681918819188192	0.846764900905105	0.0722371521395798
Lake_2017_VisualCortex_Ex5b	Adult	Nervous system	Lake_2017_VisualCortex	Ex5b	Excitatory neuron	CL:0008030	Visual cortex	UBERON:0000411	0.531723215040186	0.793410013445846	0.630627306273063	0.846813313053159	0.0722123229010016
FetalRib_Endothelial cell	Fetal	Skeletal system	FetalRib	Endothelial cell	Endothelial cell	CL:0000115	Rib	UBERON:0002228	0.620322568341733	0.749571347175497	0.671586715867159	0.848920238921962	0.071133112374797
Lake_2017_VisualCortex_Ex3c	Adult	Nervous system	Lake_2017_VisualCortex	Ex3c	Excitatory neuron	CL:0008030	Visual cortex	UBERON:0000411	0.531723215040186	0.798340322679625	0.630627306273063	0.848956646344077	0.0711144872993696
Fetal_HCA_Eye_Bipolar cells	Fetal	Sensory system	Fetal_HCA_Eye	Bipolar cells	Bipolar neuron	CL:0000103	Eye	UBERON:0000970	0.665236666958348	0.716620447129742	0.702952029520295	0.849158726023786	0.0710111231915536
AdultJeJunum_Smooth muscle cell	Adult	Digestive system	AdultJeJunum	Smooth muscle cell	Smooth muscle cell	CL:0000192	Jejunum	UBERON:0002115	0.599895730431605	0.763581642581485	0.659778597785978	0.849189598427078	0.0709953340696153
Lake_2017_VisualCortex_Per	Adult	Nervous system	Lake_2017_VisualCortex	Per	Pericyte cell	CL:0000669	Visual cortex	UBERON:0000411	0.531723215040186	0.799655071808633	0.630627306273063	0.849524954072054	0.0708238595770161
AdultAdrenalGland_T cell	Adult	Endocrine system	AdultAdrenalGland	T cell	T cell	CL:0000084	Adrenal gland	UBERON:0002369	0.600067235113179	0.763869243953455	0.660516605166052	0.849705620561622	0.070731509002643
Lake_2017_VisualCortex_Ex5a	Adult	Nervous system	Lake_2017_VisualCortex	Ex5a	Excitatory neuron	CL:0008030	Visual cortex	UBERON:0000411	0.531723215040186	0.800353532283418	0.630627306273063	0.849826312949037	0.0706698260922879
FetalThymus_CB CD34+	Fetal	Lymphatic system	FetalThymus	CB CD34+	Hematopoietic stem cell	CL:0000037	Thymus	UBERON:0002370	0.700017672840558	0.706472227290214	0.717712177121771	0.851406542518345	0.0698630168688919
FetalThymus_T cell	Fetal	Lymphatic system	FetalThymus	T cell	T cell	CL:0000084	Thymus	UBERON:0002370	0.700017672840558	0.706513313200496	0.717712177121771	0.851426568576999	0.0698528018845679
FetalLiver_Neutrophil (RPS high)	Fetal	Digestive system	FetalLiver	Neutrophil (RPS high)	Neutrophil	CL:0000775	Liver	UBERON:0002107	0.664919661446435	0.723522880057033	0.701107011070111	0.851558111035448	0.0697857100726005
Fetal_HCA_Spleen_Erythroblasts	Fetal	Lymphatic system	Fetal_HCA_Spleen	Erythroblasts	Erythroblast	CL:0000765	Spleen	UBERON:0002106	0.647557172192443	0.738806838681747	0.687822878228782	0.852169027268791	0.0694742546118613
Madissoon_2020_lung_DC_1	Adult	Respiratory system	Madissoon_2020_lung	DC_1	Dendritic cell	CL:0000451	Lung	UBERON:0002048	0.562092006822193	0.79846358041047	0.637269372693727	0.852620879885308	0.0692440360943083
AdultEsophagus_Monocyte	Adult	Digestive system	AdultEsophagus	Monocyte	Monocyte	CL:0000576	Esophagus	UBERON:0001043	0.649656834523246	0.733342412614309	0.694833948339483	0.853103330324015	0.0689983626523116
AdultSigmoidColon_Mast cell	Adult	Digestive system	AdultSigmoidColon	Mast cell	Mast cell	CL:0000097	Sigmoid colon	UBERON:0001159	0.689919465432858	0.718140625810157	0.709594095940959	0.853128372440885	0.068985614497234
AdultPeripheralBlood_Dendritic cell	Adult	Lymphatic system	AdultPeripheralBlood	Dendritic cell	Dendritic cell	CL:0000451	Blood	UBERON:0000178	0.627036094624563	0.754666000050402	0.675645756457565	0.853329541203693	0.0688832193741841
Madissoon_2020_lung_DC_Monocyte_Dividing	Adult	Respiratory system	Madissoon_2020_lung	DC_Monocyte_Dividing	Dendritic cell	CL:0000451	Lung	UBERON:0002048	0.562092006822193	0.800271360462855	0.637269372693727	0.853397930000451	0.0688484148988674
Fetal_HCA_Cerebellum_10k_Purkinje neurons	Fetal	Nervous system	Fetal_HCA_Cerebellum_10k	Purkinje neurons	Neuron	CL:0000540	Cerebellum	UBERON:0002037	0.562246378605581	0.799449642257225	0.638376383763838	0.853641119069458	0.0687246735333715
AdultBladder_Macrophage	Adult	Urinary system	AdultBladder	Macrophage	Macrophage	CL:0000235	Bladder organ	UBERON:0018707	0.641478969689733	0.747517051661423	0.683025830258303	0.853791532578149	0.0686481565979197
AdultBladder_Smooth muscle cell	Adult	Urinary system	AdultBladder	Smooth muscle cell	Smooth muscle cell	CL:0000192	Bladder organ	UBERON:0018707	0.641478969689733	0.748626371239023	0.683025830258303	0.854300308234244	0.0683894369421917
FetalCalvaria_Erythroid cell	Fetal	Skeletal system	FetalCalvaria	Erythroid cell	Erythroid lineage cell	CL:0000764	Vault of skull	UBERON:0004339	0.687071857569228	0.721838357735491	0.708487084870849	0.854355305551169	0.0683614792530289
AdultStomach_Epithelial cell	Adult	Digestive system	AdultStomach	Epithelial cell	Epithelial cell	CL:0000066	Stomach	UBERON:0000945	0.742925271064809	0.69973413800405	0.732841328413284	0.855279471018687	0.0678919520680386
Lake_2017_FrontalCortex_Mic	Adult	Nervous system	Lake_2017_FrontalCortex	Mic	Microglial cell	CL:0000129	Frontal cortex	UBERON:0001870	0.599136917024425	0.788520790122349	0.653136531365314	0.856755801093677	0.0671429462801281
Fetal_HCA_Intestine_Myeloid cells	Fetal	Digestive system	Fetal_HCA_Intestine	Myeloid cells	Myeloid cell	CL:0000763	Intestine	UBERON:0000160	0.599012992518673	0.790821601098113	0.651660516605166	0.856978304402023	0.0670301727066163
Fetal_HCA_Cerebrum_10k_Inhibitory neurons	Fetal	Nervous system	Fetal_HCA_Cerebrum_10k	Inhibitory neurons	Inhibitory neuron	CL:0008029	Cerebral hemisphere	UBERON:0001869	0.577123471648787	0.796696886268366	0.646863468634686	0.856982877263977	0.0670278553044086
AdultEpityphlon_T cell	Adult	Digestive system	AdultEpityphlon	T cell	T cell	CL:0000084	Caecum	UBERON:0001153	0.673683453478738	0.731370288920797	0.70479704797048	0.857058110196912	0.0669897310729684
TS_Vasculature_plasma cell	Adult	Cardiovascular system	TS_Vasculature	plasma cell	Plasma cell	CL:0000786	Vasculature	UBERON:0002049	0.599424607770172	0.790410741995298	0.655719557195572	0.858919276182652	0.0660476505526979
Fetal_HCA_Cerebrum_10k_Excitatory neurons	Fetal	Nervous system	Fetal_HCA_Cerebrum_10k	Excitatory neurons	Excitatory neuron	CL:0008030	Cerebral hemisphere	UBERON:0001869	0.577123471648787	0.801627195502144	0.646863468634686	0.859087177775065	0.0659627629375764
FetalPancreas_Macrophage	Fetal	Digestive system	FetalPancreas	Macrophage	Macrophage	CL:0000235	Pancreas	UBERON:0001264	0.599863973671445	0.789342508327979	0.65830258302583	0.85979719889058	0.0656039740926405
FetalAdrenalGland_Antigen presenting cell (RPS high)	Fetal	Endocrine system	FetalAdrenalGland	Antigen presenting cell (RPS high)	Professional antigen presenting cell	CL:0000145	Adrenal gland	UBERON:0002369	0.645340107035816	0.759185450181366	0.685608856088561	0.860371272854176	0.0653140988066492
FetalEyes_Erythroid cell	Fetal	Sensory system	FetalEyes	Erythroid cell	Erythroid lineage cell	CL:0000764	Eye	UBERON:0000970	0.681610622704257	0.738313807758369	0.705535055350553	0.86063360981551	0.0651816976766626
AdultBoneMarrow_Dendritic cell	Adult	Lymphatic system	AdultBoneMarrow	Dendritic cell	Dendritic cell	CL:0000451	Bone marrow	UBERON:0002371	0.648027034213283	0.755405546435469	0.689667896678967	0.86068100629695	0.0651577810374108
CordBloodCD34P_Neutrophil (RPS high)	Neonatal	Reproductive system	CordBloodCD34P	Neutrophil (RPS high)	Neutrophil	CL:0000775	Umbilical cord blood	UBERON:0012168	0.722875113871739	0.719414289028884	0.726568265682657	0.861802697473933	0.0645921508879263
Braga_2020_lung_Mast cell	Adult	Respiratory system	Braga_2020_lung	Mast cell	Mast cell	CL:0000097	Lung	UBERON:0002048	0.690511246997815	0.73338349852459	0.713653136531365	0.8622420016744	0.0643708255425183
AdultSigmoidColon_Dendritic cell	Adult	Digestive system	AdultSigmoidColon	Dendritic cell	Dendritic cell	CL:0000451	Sigmoid colon	UBERON:0001159	0.689919465432858	0.737738605014428	0.709594095940959	0.862315490182444	0.0643338123913803
TS_Uterus_vascular associated smooth muscle cell	Adult	Reproductive system	TS_Uterus	vascular associated smooth muscle cell	Smooth muscle cell	CL:0000192	Uterus	UBERON:0000995	0.599127259968086	0.802654343259182	0.65239852398524	0.862416143595739	0.0642831225087664
FetalSkin_Fetal skeletal muscle cell	Fetal	Integumentary system	FetalSkin	Fetal skeletal muscle cell	Cell of skeletal muscle	CL:0000188	Skin of body	UBERON:0002097	0.656397150703287	0.750845010394223	0.697416974169742	0.862417144011721	0.0642826187207845
Fetal_HCA_Spleen_STC2_TLX1 positive cells	Fetal	Lymphatic system	Fetal_HCA_Spleen	STC2_TLX1 positive cells	Mesenchymal stem cell	CL:0000134	Spleen	UBERON:0002106	0.647557172192443	0.76206146390107	0.687822878228782	0.86274763913314	0.0641162204605296
AdultSpleen_B cell (Plasmocyte)	Adult	Lymphatic system	AdultSpleen	B cell (Plasmocyte)	B cell	CL:0000236	Spleen	UBERON:0002106	0.647523445601697	0.763910329863737	0.686346863468635	0.862840732895401	0.0640693609569028
FetalFemaleGonad_Erythroid progenitor cell (RP high)	Fetal	Reproductive system	FetalFemaleGonad	Erythroid progenitor cell (RP high)	Erythroid progenitor cell	CL:0000038	Immature gonad	UBERON:2005272	0.690205412134671	0.737697519104146	0.711808118081181	0.863351268944504	0.0638124683341044
TS_Lymph_Node_b cell	Adult	Lymphatic system	TS_Lymph_Node	b cell	B cell	CL:0000236	Lymph node	UBERON:0000029	0.599190324287949	0.802859772810589	0.654243542435424	0.863458650489269	0.0637584551947485
TS_Lymph_Node_cd8-positive alpha-beta t cell	Adult	Lymphatic system	TS_Lymph_Node	cd8-positive alpha-beta t cell	T cell	CL:0000084	Lymph node	UBERON:0000029	0.599190324287949	0.802859772810589	0.654243542435424	0.863458650489269	0.0637584551947485
Voigt_2019_retina_2_Vein cell 1	Adult	Sensory system	Voigt_2019_retina_2	Vein cell 1	Endothelial cell	CL:0000115	Retina	UBERON:0000966	0.644623801294582	0.768060006802167	0.68450184501845	0.863762766783176	0.0636055205120903
TS_Vasculature_smooth muscle cell	Adult	Cardiovascular system	TS_Vasculature	smooth muscle cell	Smooth muscle cell	CL:0000192	Vasculature	UBERON:0002049	0.599424607770172	0.803311717823685	0.655719557195572	0.864410352564018	0.0632800404531842
FetalSkin_Erythroid progenitor cell (RP high)	Fetal	Integumentary system	FetalSkin	Erythroid progenitor cell (RP high)	Erythroid progenitor cell	CL:0000038	Skin of body	UBERON:0002097	0.656397150703287	0.759637395194462	0.697416974169742	0.866348315317456	0.0623074647875932
FetalIntestine_Fetal neuron	Fetal	Digestive system	FetalIntestine	Fetal neuron	Neuron	CL:0000540	Intestine	UBERON:0000160	0.630120702531212	0.781166412181962	0.678228782287823	0.866364534106989	0.062299334495491
TS_Blood_memory b cell	Adult	Lymphatic system	TS_Blood	memory b cell	B cell	CL:0000236	Blood	UBERON:0000178	0.606168285114928	0.802983030541434	0.661623616236162	0.867291863663134	0.0618347278432534
TS_Blood_cd8-positive, alpha-beta t cell	Adult	Lymphatic system	TS_Blood	cd8-positive, alpha-beta t cell	T cell	CL:0000084	Blood	UBERON:0000178	0.606168285114928	0.802983030541434	0.661623616236162	0.867291863663134	0.0618347278432534
FetalSkin_Neutrophil	Fetal	Integumentary system	FetalSkin	Neutrophil	Neutrophil	CL:0000775	Skin of body	UBERON:0002097	0.656397150703287	0.762718838465574	0.697416974169742	0.867709224072361	0.0616257858114938
TS_Lung_non-classical monocyte	Adult	Respiratory system	TS_Lung	non-classical monocyte	Monocyte	CL:0000576	Lung	UBERON:0002048	0.606181922160683	0.803024116451715	0.66309963099631	0.868057337335969	0.0614515876504616
TS_Lung_intermediate monocyte	Adult	Respiratory system	TS_Lung	intermediate monocyte	Monocyte	CL:0000576	Lung	UBERON:0002048	0.606181922160683	0.803024116451715	0.66309963099631	0.868057337335969	0.0614515876504616
TS_Trachea_mast cell	Adult	Respiratory system	TS_Trachea	mast cell	Mast cell	CL:0000097	Trachea	UBERON:0003126	0.60624454583012	0.802407827797493	0.664206642066421	0.868359374144405	0.0613005030407696
TS_Small_Intestine_b cell	Adult	Digestive system	TS_Small_Intestine	b cell	B cell	CL:0000236	Small intestine	UBERON:0002108	0.606278114475507	0.802859772810589	0.664944649446494	0.868920404104326	0.0610200044966701
AdultRectum_Dendritic cell	Adult	Digestive system	AdultRectum	Dendritic cell	Dendritic cell	CL:0000451	Rectum	UBERON:0001052	0.69077605023453	0.747517051661423	0.714391143911439	0.869022212786489	0.0609691225532802
Lake_2017_CerebellarHemisphere_Mic	Adult	Nervous system	Lake_2017_CerebellarHemisphere	Mic	Microglial cell	CL:0000129	Cerebellar hemisphere	UBERON:0002245	0.622207094182883	0.794930192126262	0.672324723247232	0.869292828406694	0.0608339032532843
TS_Spleen_naive thymus-derived cd4-positive, alpha-beta t cell	Adult	Lymphatic system	TS_Spleen	naive thymus-derived cd4-positive, alpha-beta t cell	T cell	CL:0000084	Spleen	UBERON:0002106	0.606507760483314	0.803229546003122	0.665682656826568	0.869446116133451	0.0607573281995586
VentoTormo_2018_decidua_decidual natural killer cell (dNK1)	Maternal-Fetal	Reproductive system	VentoTormo_2018_decidua	decidual natural killer cell (dNK1)	Natural killer cell	CL:0000623	Decidua	UBERON:0002450	0.613590397824497	0.801216336399329	0.667527675276753	0.869532556895468	0.0607141525740392
TS_Pancreas_plasma cell	Adult	Digestive system	TS_Pancreas	plasma cell	Plasma cell	CL:0000786	Pancreas	UBERON:0001264	0.606538762817061	0.803065202361997	0.666420664206642	0.869748450684142	0.0606063362048945
VentoTormo_2018_decidua_placental extravillous trophoblast cell (EVT)	Maternal-Fetal	Reproductive system	VentoTormo_2018_decidua	placental extravillous trophoblast cell (EVT)	Trophoblast cell	CL:0000351	Decidua	UBERON:0002450	0.613590397824497	0.801750453232989	0.667527675276753	0.869755558958919	0.0606027868201337
AdultEsophagus_Smooth muscle cell	Adult	Digestive system	AdultEsophagus	Smooth muscle cell	Smooth muscle cell	CL:0000192	Esophagus	UBERON:0001043	0.649656834523246	0.771552309176094	0.694833948339483	0.870323731664278	0.0603191741355803
TS_Tongue_immune cell	Adult	Digestive system	TS_Tongue	immune cell	Immune cell	NA	Tongue	UBERON:0001723	0.613670605025677	0.803229546003122	0.668634686346864	0.870925345880172	0.0600190703216417
